ROUTE,AVERAGE_CO2_PER_PERSON_TONNES,AVERAGE_CO2_PER_PERSON_KG,AVERAGE_CO2_TONNES,FLIGHT_COUNT
BCN-JFK,0.5525275127315841,552.5275127315841,137.36134782608696,23
DEL-FCO,0.5520214271275521,552.0214271275521,136.54250000000002,2
WAW-YYZ,0.5519206015739629,551.9206015739629,127.402,4
LED-PEK,0.5519200155309648,551.9200155309649,142.147,2
BRS-CUN,0.5519058823529411,551.9058823529411,140.736,4
ADD-BKO,0.5512743700654865,551.2743700654866,132.85999999999999,7
ABJ-CDG,0.5512701504759628,551.2701504759629,149.35825,12
ADL-KUL,0.5509878296146044,550.9878296146044,135.8185,16
BCN-YUL,0.5508833432362844,550.8833432362844,139.0705,6
NRT-SIN,0.5503668904602983,550.3668904602984,122.2926603773585,53
BLR-CDG,0.5496023965141613,549.6023965141613,151.3605,6
JRO-ZRH,0.5493293368302736,549.3293368302736,146.616,1
LGW-LOS,0.5491904849714182,549.1904849714182,148.913,2
DME-HRI,0.5491833238149628,549.1833238149628,192.324,2
KUL-NRT,0.5482500854007157,548.2500854007158,115.68222499999999,40
CMN-DXB,0.547985283528764,547.985283528764,201.5334,10
GVA-YUL,0.5478730661737199,547.8730661737198,138.31055555555557,9
DEL-NRT,0.5468952986600045,546.8952986600045,120.399,4
CDG-DXB,0.5466347320348172,546.6347320348171,210.34887096774196,31
ATH-PEK,0.5464649321266969,546.4649321266969,144.9225,2
HNL-NGO,0.5464513905980801,546.4513905980801,111.0116,5
NRT-TAS,0.5463420479302832,546.3420479302832,125.38550000000001,2
DOH-KUL,0.5459585701104238,545.9585701104238,161.38728813559322,59
ALG-DXB,0.545804945523315,545.804945523315,145.31575,4
DXB-KUL,0.5455637970073901,545.5637970073901,174.23007142857142,14
CDG-DTW,0.5452761601418312,545.2761601418313,135.538,16
JED-PDG,0.5452312651087833,545.2312651087833,169.15800000000002,2
BOG-MAD,0.5448052781858428,544.8052781858428,146.8909344262295,61
MNL-SYD,0.5443691395403477,544.3691395403478,143.05933333333334,6
BKK-MAD,0.5443041938997821,544.3041938997821,199.86849999999998,2
DWC-NCL,0.543266682166938,543.2666821669379,116.8295,2
AUH-LHR,0.5432293923770748,543.2293923770748,168.63124999999997,52
JFK-LGW,0.5431423339338824,543.1423339338825,155.0745,12
EWR-IST,0.5431396388342572,543.1396388342572,151.889,6
DXB-LYS,0.5430591558657362,543.0591558657362,163.4065,4
PEK-VIE,0.5429638009049774,542.9638009049775,143.994,6
DXB-MNL,0.5429127091245453,542.9127091245452,182.78916666666666,12
CUN-GLA,0.5422705882352941,542.2705882352941,138.279,6
BGI-DUS,0.5422011385199241,542.2011385199241,142.87,4
MRU-PER,0.5421987618539236,542.1987618539235,134.557375,8
DOH-SIN,0.5407839066951033,540.7839066951034,147.24583870967743,62
ATQ-BHX,0.5407835566659096,540.7835566659096,119.0535,2
CGK-DOH,0.5407667252156984,540.7667252156983,134.63016666666667,48
JED-KUL,0.5406507533209385,540.6507533209385,150.3237272727273,22
CDG-PHL,0.540465057817999,540.4650578179991,107.4985,8
ADD-SIN,0.540292146488225,540.292146488225,137.02233333333334,3
JED-PLM,0.5402618367396772,540.2618367396772,177.78566666666666,3
CDG-DEN,0.5402527332597169,540.2527332597169,144.46557142857142,7
MAD-UIO,0.5401555104800542,540.1555104800542,159.77800000000002,8
FRA-HYD,0.53937575030012,539.37575030012,150.88,5
MUC-RUH,0.5393422459893048,539.3422459893048,50.4285,2
EDI-EWR,0.5393348930481283,539.3348930481283,80.6845,6
HNL-MEL,0.5385109745390694,538.5109745390694,153.341,2
FRA-UBN,0.538348106365834,538.3481063658339,133.618,2
KHV-TAS,0.5378066206239581,537.8066206239581,112.9125,2
MLE-PKX,0.5375480489225393,537.5480489225392,138.44549999999998,2
AMS-PHL,0.5374918300653595,537.4918300653595,106.907125,8
BRU-DOH,0.5372227303170973,537.2227303170973,102.29384,25
GRU-VCP,0.5367885496299182,536.7885496299182,90.119,4
FRA-YUL,0.5366018303954577,536.6018303954577,160.90588888888888,18
CDG-SSA,0.5364088598402325,536.4088598402325,147.727,6
IST-MLE,0.5361929913834046,536.1929913834045,133.917,4
HAN-IST,0.5359610227069551,535.9610227069551,149.88150000000002,4
DEL-MXP,0.5354689984101749,535.4689984101749,117.8835,2
AMS-BOM,0.5341194968553459,534.1194968553459,162.62014285714284,7
BRQ-HKT,0.5340971272229822,534.0971272229822,156.17,1
HKT-TJM,0.5332224443175329,533.2224443175329,186.7345,2
LAS-LGW,0.5328158719108945,532.8158719108945,153.078,2
HKT-SVX,0.5326261657665141,532.6261657665141,163.32909999999998,10
LIS-MIA,0.5325800965714113,532.5800965714112,134.90253846153846,13
ORY-RUN,0.5324142363817638,532.4142363817638,194.88076,25
BNE-MNL,0.5321317307908621,532.1317307908621,100.477,4
BQS-SVO,0.5315265730957262,531.5265730957261,168.5205,2
LIS-ORD,0.5307935254638768,530.7935254638768,134.45,4
ATQ-LGW,0.5305518964342494,530.5518964342493,116.801,2
CMB-LED,0.5304656862745099,530.4656862745098,151.501,2
CGK-HND,0.5304601412234455,530.4601412234456,128.2745,18
FRA-LOS,0.5304580421922089,530.458042192209,117.0558,10
DOH-FIH,0.5302099737532808,530.2099737532808,114.47233333333334,3
MAD-PHL,0.5300578179989944,530.0578179989944,105.4285,8
ICN-KTM,0.5299675605536333,529.9675605536332,122.52850000000001,2
JFK-MAD,0.5299479346311361,529.9479346311361,120.75074000000001,50
KNO-MED,0.5298178887993554,529.8178887993554,164.376,2
PRG-PVR,0.5296636710239652,529.6636710239652,194.4925,2
DOH-TFU,0.529635486981678,529.6354869816779,137.308,4
KWI-LHR,0.528845332189622,528.845332189622,127.30635714285714,14
ASB-PEK,0.5279915281329923,527.9915281329924,165.15575,4
BNE-NRT,0.5279415755447362,527.9415755447362,140.1275,8
CTS-DMK,0.5274259709868809,527.4259709868809,130.5865,2
DOH-LOS,0.5273615731188681,527.3615731188681,113.85736363636364,11
ARN-DXB,0.527332679738562,527.332679738562,161.3638,5
HKT-KZN,0.5267480673793495,526.7480673793495,177.653,6
LHR-PLS,0.5266621067031464,526.6621067031464,115.497,1
JED-UPG,0.5264274150026984,526.4274150026984,195.094,4
FRA-MLH,0.5255386105059308,525.5386105059307,108.55,1
MIA-VVI,0.5244774331550802,524.4774331550802,122.5966,5
CDG-JRO,0.5243790849673202,524.3790849673202,144.414,2
HEL-PVG,0.5234571254486241,523.4571254486241,135.89616666666666,6
FCO-HAV,0.5233935376967689,523.3935376967689,157.934,1
CNS-HKG,0.5222512213076357,522.2512213076357,130.06666666666666,9
AMS-LOS,0.5219680283902686,521.9680283902686,120.92033333333332,6
BWN-DXB,0.5213015284854099,521.3015284854099,112.54899999999999,3
BTH-JED,0.5212796132151492,521.2796132151492,161.727,2
MLE-VKO,0.5211690558576372,521.1690558576372,105.4325,2
RUH-ZRH,0.5210481283422459,521.048128342246,48.718,2
AER-HKT,0.5207834383753502,520.7834383753502,166.04475,4
MLE-MXP,0.5207586432901852,520.7586432901852,158.9095,4
CAI-DEL,0.520377524143986,520.377524143986,118.542,4
IAD-VIE,0.5201780712284914,520.1780712284914,129.9925,4
BHX-CUN,0.5199122421142369,519.912242114237,145.9226,10
DOH-JNB,0.5197644085802137,519.7644085802136,124.49444303797468,79
CCS-LIS,0.5197354915120411,519.7354915120411,131.649,2
CUN-DSA,0.5190235294117647,519.0235294117647,132.351,1
KHV-MSQ,0.5188048552754435,518.8048552754435,83.346,1
DXB-MAN,0.5187703165953419,518.7703165953419,252.6925,18
DXB-FRA,0.5181675344648988,518.1675344648988,159.35914285714284,21
BKK-KHV,0.5175973767885533,517.5973767885533,130.22750000000002,2
MAD-YUL,0.5175757575757576,517.5757575757576,130.66199999999998,8
MAN-VRA,0.517521568627451,517.5215686274511,131.968,4
CPH-PEK,0.5169815233785823,516.9815233785823,137.1035,4
ACC-LGW,0.5169239774222942,516.9239774222942,147.187,4
CDG-FDF,0.516505483549352,516.505483549352,207.222,4
BKK-RUN,0.5162691377921031,516.2691377921032,192.207,2
ABV-IST,0.5162121328993177,516.2121328993177,114.8835,2
CGK-PEK,0.5161305452413523,516.1305452413523,132.052,4
HKT-KUF,0.5159309221261321,515.9309221261321,164.8135,4
LAX-PPT,0.5157125495258801,515.71254952588,120.3900487804878,41
BKK-DOH,0.5151965188744256,515.1965188744257,156.15410204081633,98
CUN-MAN,0.5136076416337286,513.6076416337286,141.44445454545456,22
OGG-SLC,0.5133641975308642,513.3641975308642,94.25366666666666,3
AMS-BOS,0.5132103115517749,513.2103115517749,123.8212,15
HNL-SLC,0.5130715129856901,513.0715129856901,100.3352,25
LGW-PUJ,0.5130453346130228,513.0453346130229,142.0344375,16
CAN-RUH,0.5129510461902882,512.9510461902883,150.04516666666666,6
DOH-HEL,0.5126586627600097,512.6586627600097,124.59928571428573,7
AUH-SHJ,0.5125860832137733,512.5860832137733,142.909,1
LHR-YUL,0.5110533888290574,511.0533888290574,113.7224,25
ACC-JNB,0.5107000551224505,510.7000551224505,108.08966666666667,3
AMS-DXB,0.5103976356709939,510.39763567099396,179.58847826086955,23
CDG-DOH,0.5103941377074899,510.39413770748985,154.32451063829788,47
BNE-SIN,0.509920775043494,509.92077504349396,125.06505,80
CDG-PTP,0.509850448654038,509.85044865403796,204.55200000000002,4
AUH-GVA,0.5098282144716294,509.8282144716294,97.938,8
AUH-PKX,0.5095882352941177,509.5882352941177,125.6135,6
BJL-IST,0.5095705271728068,509.5705271728068,125.176,1
DOH-SGN,0.5085488153191184,508.54881531911843,156.30438888888887,36
DXB-LGW,0.5082240989522195,508.22409895221955,248.04250000000002,16
AMS-JRO,0.5079319274879763,507.93192748797634,137.294,2
MIA-OSL,0.5071841280891054,507.1841280891054,145.714,2
FDF-NTE,0.5069719251336899,506.9719251336899,151.686,2
MAN-MBJ,0.5069523640894485,506.95236408944857,137.66830769230768,13
AUH-CGK,0.5068428554591718,506.84285545917186,126.02771428571428,14
LGW-UVF,0.5067298879551821,506.72988795518216,133.3234,5
BAH-CAN,0.5064956195244056,506.4956195244056,121.40700000000001,2
EWR-WAW,0.5064585834333732,506.45858343337324,126.564,4
HRI-KZN,0.506087949743004,506.08794974300395,177.232,2
BOM-EBB,0.5058777929776562,505.8777929776562,110.939,2
BHX-MBJ,0.5052788343796016,505.2788343796016,133.7300909090909,11
DXB-HKT,0.5049284016636958,504.9284016636958,154.5080909090909,11
DXB-HAM,0.504785814091992,504.785814091992,160.8535,8
CDG-ZNZ,0.5042156862745099,504.21568627450984,138.861,1
CPH-DEL,0.5041744265273677,504.17442652736764,110.994,2
IST-JNB,0.503995470528637,503.99547052863704,140.94233333333332,3
MED-SUB,0.5037938478143551,503.7938478143551,186.706,2
DXB-NCE,0.5034156420094071,503.4156420094071,218.37400000000002,4
CMB-VKO,0.5033455882352942,503.3455882352942,143.75549999999998,2
BKK-HND,0.5031225795249249,503.1225795249249,111.31259574468085,47
BRU-YUL,0.5030220588235296,503.02205882352956,171.0275,14
MAD-SSA,0.5027252183960795,502.7252183960795,125.4185,2
DEN-OGG,0.5026617255293725,502.6617255293725,125.25233333333334,3
SEZ-SVO,0.5024534623976173,502.45346239761733,134.959,2
CPH-ORD,0.5022117647058824,502.21176470588233,128.064,2
DEL-WAW,0.5020893357342938,502.0893357342938,111.2325,4
CUN-FCO,0.5020809437981322,502.0809437981322,153.21,2
DOH-MPM,0.5019226771980878,501.9226771980878,120.7375,8
HKT-PEE,0.5014758403361346,501.4758403361346,143.2215,2
SEZ-TBS,0.5014112805616074,501.41128056160744,103.5665,2
OGG-ORD,0.5011746207917129,501.1746207917129,135.4675,2
KOA-OAK,0.5010952380952381,501.09523809523813,36.839,4
LGW-MBJ,0.5010117768846669,501.0117768846669,138.37878571428573,14
HKT-JED,0.500757994472957,500.75799447295697,126.842,2
BOM-WAW,0.5007109510470855,500.71095104708553,115.96549999999999,2
NOS-PRG,0.5006506382222551,500.6506382222551,151.90449999999998,2
KUL-TAS,0.5006235641854578,500.62356418545784,110.84316666666666,6
GRU-MCO,0.5005495356037152,500.5495356037152,129.34199999999998,3
LHR-MCT,0.5002094474153298,500.2094474153298,112.247,2
LYS-YUL,0.499912420317977,499.912420317977,124.76366666666667,12
LIS-PHL,0.4993514328808446,499.3514328808446,99.321,8
AMS-MBA,0.49908968177434915,499.0896817743492,129.389,1
PRG-UBN,0.4990779452276778,499.0779452276778,153.9905,2
CPH-YYZ,0.4990311418685121,499.0311418685121,108.165,16
DEL-VIE,0.49846922552804906,498.46922552804904,109.738,2
CMN-MIA,0.4984646438940056,498.4646438940056,118.71125,4
BER-MIA,0.4979899060215802,497.9899060215802,143.0725,2
DOH-HKT,0.4976185611411056,497.6185611411056,159.15,46
LHR-YYC,0.4970988452427952,497.09884524279516,127.50900000000001,22
BTJ-JED,0.49684448025785655,496.84448025785656,154.14600000000002,2
AUH-JNB,0.49649087221095334,496.49087221095334,122.385,14
HNL-ORD,0.49639712488769094,496.39712488769095,149.89837500000002,8
MAD-SSG,0.4962631016042781,496.2631016042781,116.0015,4
FRA-MSP,0.4960644257703081,496.0644257703081,123.9665,6
ADD-BKK,0.49604191306152096,496.041913061521,126.34466666666668,9
HRI-SVX,0.49597944031981733,495.97944031981734,173.692,2
HRI-OVB,0.4959794403198172,495.97944031981723,173.692,2
CGK-MEL,0.4957063850564417,495.7063850564417,119.6123125,16
HRI-KUF,0.4954468874928612,495.4468874928612,173.50549999999998,2
EWR-VIE,0.4951640656262505,495.1640656262505,123.7415,4
JED-SUB,0.4950296815974096,495.02968159740965,183.458,9
ABV-FRA,0.49498120243248045,494.9812024324805,112.17266666666666,6
BRS-MLB,0.4947607843137255,494.7607843137255,126.164,2
KUF-UTP,0.4944642857142858,494.4642857142858,141.219,2
DPS-ICN,0.4943029647465707,494.3029647465707,123.2532105263158,19
CDG-YYC,0.4939025735294118,493.9025735294118,134.3415,2
BRU-NSI,0.49319242273180464,493.19242273180464,123.668,2
BLQ-DXB,0.49285476902625464,492.85476902625464,148.3,4
BRU-ORD,0.49273214946355903,492.73214946355904,133.18550000000002,12
BRU-ROB,0.49221402459288804,492.21402459288805,123.42266666666667,3
DOH-LAD,0.49212466088797724,492.12466088797726,106.24971428571429,7
BNE-CAN,0.49185074626865666,491.8507462686567,140.0545,4
DSA-MLB,0.49154901960784314,491.54901960784315,125.345,2
BRU-DLA,0.49154536390827513,491.54536390827514,123.255,6
DXB-MJI,0.4909422863485017,490.9422863485017,110.58474999999999,4
DOH-LIS,0.49081750810560437,490.81750810560436,105.9675,8
BNE-TPE,0.4899424816366176,489.9424816366176,134.65875,4
BHX-DXB,0.48961172939656833,489.6117293965683,216.76825000000002,8
BKK-VVO,0.488972783143108,488.972783143108,167.082,2
ABJ-BRU,0.4884431648365561,488.4431648365561,122.33800000000001,6
LIS-VRA,0.488082171012735,488.082171012735,160.96949999999998,2
LGW-TAS,0.4876948828311813,487.6948828311813,101.977,2
MAD-STI,0.48741459470386095,487.4145947038609,120.56200000000001,2
PQC-PRG,0.48728894335511985,487.28894335511984,178.9325,2
BAH-SIN,0.48717980809345013,487.1798080934501,116.77699999999999,2
ACC-AMS,0.48691987031032885,486.91987031032886,157.689,6
AMS-DMM,0.4866398066075746,486.6398066075746,120.784,1
AMS-JFK,0.48633823388094793,486.33823388094794,116.33897222222221,36
AUH-LIS,0.4862210953346856,486.22109533468563,119.85350000000001,4
DXB-WUH,0.48614993365767356,486.14993365767356,109.9185,4
SVX-UTP,0.48557948179271715,485.57948179271716,138.6815,2
FCO-LRM,0.48556434725014025,485.56434725014026,147.63866666666667,3
HRI-TJM,0.4853383780696745,485.3383780696745,169.9655,2
GYD-MLE,0.48531372549019614,485.31372549019613,86.6285,2
MEL-MNL,0.48496896111385734,484.96896111385735,140.666,4
MLB-NCL,0.48437058823529416,484.3705882352942,123.51450000000001,4
HKT-KHV,0.48311693030898467,483.11693030898465,162.09433333333334,6
ADD-DME,0.482958605664488,482.958605664488,110.839,2
KIX-SYD,0.4829218612818261,482.9218612818261,137.512,4
LGW-MLB,0.48275571184995736,482.7557118499574,127.52125000000001,4
BRU-FNA,0.48236889332003985,482.36889332003983,120.954,3
ALG-DOH,0.4820413418266915,482.0413418266915,116.4895,6
BZV-CDG,0.48161513777447146,481.61513777447146,133.2965,6
FDF-ORY,0.48160787721906656,481.60787721906655,166.0190714285714,14
AGP-YUL,0.4813752852279571,481.3752852279571,137.35825,4
CMN-YYZ,0.48108630313439243,481.08630313439244,112.045,2
BGI-MAN,0.4808203717922419,480.82037179224193,128.72453846153846,39
DOH-HAN,0.48002062022393976,480.0206202239398,105.81453191489362,47
AER-HRI,0.48001856082238725,480.01856082238726,168.10250000000002,2
UFA-UTP,0.47997023809523814,479.97023809523813,137.0795,2
DUS-DXB,0.47951353020883153,479.5135302088315,192.97424999999998,8
BKK-TAS,0.47866396761133606,478.66396761133603,100.49549999999999,2
AUH-CMN,0.4784381338742394,478.4381338742394,117.93499999999999,10
MCT-MNL,0.4783823529411765,478.38235294117646,117.108,2
DXB-VCE,0.4783153594771241,478.3153594771241,146.3645,4
CAY-CDG,0.4778957879448076,477.8957879448076,131.61249999999998,6
DEN-HNL,0.47733839689722046,477.3383968972205,147.6885,6
JFK-MUC,0.47722188972182344,477.22188972182346,122.0505,6
DXB-SGN,0.47717152281473335,477.17152281473335,173.595,4
DOH-DUB,0.4770912459471979,477.0912459471979,103.00399999999999,20
DXB-MXP,0.4770202088682302,477.0202088682302,209.32500000000002,11
ACC-BRU,0.47650947158524426,476.5094715852443,119.48475,8
MBJ-NCL,0.4764842284739983,476.4842284739983,139.72899999999998,2
CMB-KJA,0.4762307422969188,476.23074229691883,136.0115,2
BNE-SGN,0.4759775315961929,475.9775315961929,152.52700000000002,6
JED-SIN,0.47590398362098285,475.90398362098284,136.67666666666665,6
AKL-DPS,0.47586092715231787,475.86092715231786,122.15350000000001,2
MXP-PUJ,0.47554972964116016,475.5497296411602,145.114,1
ATL-BCN,0.47512580253340275,475.12580253340275,136.90749999999997,10
GHA-MED,0.4751060572928056,475.1060572928056,108.633,1
DUB-JFK,0.4746935857900145,474.69358579001454,109.55133333333333,27
LRM-MXP,0.4745622362365054,474.5622362365054,142.95825000000002,4
HKT-UFA,0.474359243697479,474.35924369747903,135.47699999999998,4
DUB-YYZ,0.47408522882565535,474.08522882565535,110.991,12
GLA-MLB,0.47397254901960784,473.9725490196078,120.86300000000001,4
DXB-TUN,0.4739444444444445,473.9444444444445,145.027,4
CEK-HKT,0.4738918067226891,473.8918067226891,135.3435,4
DEN-KOA,0.4738283775048482,473.82837750484816,146.60250000000002,2
SGN-SYD,0.4735650710974607,473.5650710974607,139.01564285714286,14
AUA-LGW,0.47337595907928387,473.37595907928386,138.8175,2
BKK-KJA,0.4732233704292528,473.2233704292528,119.063,2
DXB-MRU,0.47296726128770983,472.96726128770985,222.545,10
BKK-MEL,0.47253840096530203,472.538400965302,133.83262962962965,27
FOR-LIS,0.47236328425249624,472.3632842524962,109.60066666666667,12
HKT-OMS,0.47202205882352943,472.02205882352945,134.8095,2
ORY-SFO,0.47189733314250276,471.89733314250276,164.85733333333334,3
BOM-MUC,0.47185570676307936,471.85570676307935,122.108,6
MAN-PUJ,0.4718509235578289,471.85092355782893,122.16316666666665,18
FLR-MXP,0.4718207603958489,471.82076039584894,123.122,2
CTS-SIN,0.47122306348281884,471.2230634828188,121.36349999999999,2
BKK-NRT,0.47071787782162616,470.7178778216262,110.53669230769232,52
HKT-VVO,0.47064286667256905,470.642866672569,141.0815,4
LIS-REC,0.4703789468078579,470.3789468078579,97.06257142857143,14
AZR-MED,0.470332385742401,470.332385742401,107.5415,2
BOS-MUC,0.4700401525798032,470.0401525798032,117.0635,10
JFK-LAX,0.47000081818348166,470.00081818348167,60.99404046242774,346
JED-MUC,0.46999465240641713,469.9946524064171,43.944500000000005,2
FCO-PTP,0.46998361461576277,469.98361461576275,143.4155,2
BRU-COO,0.4698109915152502,469.8109915152502,117.72559999999999,5
CDG-COO,0.4693830703012913,469.3830703012913,130.864,6
BWN-MEL,0.4693677628531727,469.36776285317274,101.3365,2
BKK-OVB,0.46832567025581734,468.32567025581733,96.85187499999999,8
ORD-UVF,0.46763305322128856,467.63305322128855,50.0835,2
DOH-MUC,0.4674695128212057,467.4695128212057,87.0097142857143,21
ORY-PTP,0.46695153335588735,466.95153335588736,160.01128571428572,14
BCN-XPL,0.4666571350762527,466.6571350762527,171.35649999999998,2
BKK-DXB,0.46647183521658947,466.47183521658945,208.5578846153846,26
BOS-DUB,0.46514394970300527,465.14394970300526,112.44131818181819,22
DOH-EDI,0.4649183056545287,464.9183056545287,105.9475,28
CAY-ORY,0.4648995002994444,464.89950029944436,146.117,2
KIX-KUL,0.4646366209484376,464.6366209484376,121.374375,8
CGO-HEL,0.4643591140159768,464.3591140159768,127.8845,2
FCO-NOS,0.4631615575807788,463.16155758077883,139.75900000000001,2
CMN-DOH,0.463044353034781,463.04435303478095,113.162,16
BGI-GLA,0.46258823529411763,462.5882352941176,117.96,1
CAN-PER,0.462385179587865,462.385179587865,110.35075,4
BHX-MLB,0.46157527706734863,461.5752770673486,125.803,6
MED-ZYL,0.46137781287011453,461.37781287011455,116.867,1
AGP-DOH,0.46088466882816126,460.88466882816124,99.505,8
EBB-IST,0.46071239568491756,460.71239568491757,113.174,1
CGK-MCT,0.4605312121337299,460.53121213372987,111.679625,8
DOH-LUN,0.4601734809886732,460.17348098867325,99.35145454545454,11
BRU-CKY,0.4600518444666002,460.0518444666002,115.358,2
MEL-SGN,0.4596707622284189,459.6707622284189,134.999,14
CDG-KWI,0.45935419274092615,459.3541927409261,91.756,2
BOM-HKG,0.45928228900255746,459.2822890025575,158.50133333333335,21
HGH-TAS,0.4591938997821351,459.1938997821351,105.38499999999999,2
HKT-OVB,0.4586788142153542,458.67881421535424,146.62338461538462,13
TLS-YUL,0.4585513264129181,458.5513264129181,99.391,6
ALA-HKT,0.45791503656408805,457.91503656408804,78.517,4
JFK-SFO,0.45782487432060975,457.82487432060975,63.782688976377955,254
ABV-DOH,0.45754979157017134,457.54979157017135,98.78500000000001,3
AEP-BOG,0.45738324652777784,457.3832465277778,52.809125,8
CDG-YUL,0.45709433917163883,457.0943391716388,137.0292372881356,59
JFK-LIS,0.45598868077833654,455.9886807783365,84.9936923076923,13
ISB-KUL,0.45590811669803544,455.9081166980354,141.363,2
CTS-KUL,0.45580745826181934,455.80745826181936,146.0635,2
LGW-MIA,0.45566829098503303,455.668290985033,130.9135,2
HKT-TAS,0.4553454795568752,455.3454795568752,94.20316666666668,6
CDG-VXE,0.4553235294117647,455.3235294117647,46.443,1
SVO-TFU,0.4552354718322375,455.2354718322375,128.0805,2
HKT-KJA,0.45475939629583184,454.75939629583183,139.7485,6
LGW-LRM,0.454646547314578,454.646547314578,127.04700000000001,3
HRG-KJA,0.45437046307884854,454.37046307884856,90.76050000000001,2
BCN-KWI,0.4540600750938673,454.0600750938673,90.6985,4
DMK-NGO,0.45364086687306504,453.640866873065,109.8945,2
BKK-KIX,0.4533891585398831,453.3891585398831,106.9007037037037,27
PPT-SFO,0.4533533175368012,453.35331753680117,119.9495,2
PKX-TAS,0.4533384231648626,453.3384231648626,109.56800000000001,2
MLE-XMN,0.452579185520362,452.57918552036205,65.013,2
DEL-DPS,0.45255544448639073,452.55544448639074,106.97075,4
AUH-MAD,0.4523793103448277,452.3793103448277,120.21005,20
DOH-LGW,0.452121352477999,452.121352477999,97.613,22
BKK-JED,0.4516242987522684,451.6242987522684,124.83175,4
LHR-PHL,0.45139507262914724,451.39507262914725,118.51005,20
HND-KUL,0.451222805328381,451.222805328381,112.474,5
BRU-PUJ,0.4509334619093539,450.9334619093539,116.9045,2
BHX-DOH,0.45077350625289475,450.7735062528948,97.32199999999999,30
KUL-PEK,0.4504827047097909,450.4827047097909,115.256,2
BOS-CDG,0.44996347388453667,449.96347388453665,103.40366666666667,18
ADD-ROB,0.44959912854030504,449.59912854030506,103.183,1
CDG-NSI,0.44940614238526944,449.40614238526945,106.57666666666667,9
ASB-FRA,0.4492559143222506,449.2559143222506,106.14714285714285,7
CMN-IAD,0.44913553742664947,449.1355374266495,104.60366666666665,3
CGP-JED,0.44903271093640323,449.03271093640325,159.923,2
AUH-DXB,0.44879328028092286,448.79328028092283,141.5764,5
HNL-PPT,0.4486542530681338,448.65425306813376,106.017,4
BLR-DOH,0.44830822628248,448.30822628248,58.089375000000004,8
BAH-CMN,0.44756779307467665,447.5677930746767,107.282,8
ARN-DOH,0.44735730851480376,447.3573085148038,99.27590476190475,21
ADD-VIE,0.44725319016495485,447.25319016495484,117.87875000000001,8
DXB-HAN,0.447196261682243,447.196261682243,162.69,8
DAC-MED,0.4469720277159199,446.97202771591986,122.108,3
BOS-LAX,0.44676060465806794,446.76060465806796,54.315728813559325,118
ICN-SIN,0.44664027547517154,446.64027547517156,122.55451851851853,81
DEL-NBO,0.44643879173290935,446.43879173290935,98.2835,2
JED-MAA,0.44633169934640526,446.3316993464053,109.262,2
BOD-PTP,0.4460915706488781,446.09157064887813,147.121,1
GOX-SVO,0.44506515264333585,445.06515264333586,119.5445,2
CMB-OVB,0.44443802521008413,444.4380252100841,126.9315,2
HKT-RUH,0.44438610343466245,444.38610343466246,112.563,2
CDG-RDU,0.444161220043573,444.161220043573,122.322,8
MAN-MLB,0.4440240030311642,444.02400303116417,124.10588888888888,9
CAN-DPS,0.4434308823529412,443.4308823529412,75.38325,4
CUN-ORY,0.4433233781944655,443.3233781944655,164.364,2
BGI-LGW,0.4429347382779199,442.9347382779199,123.314,25
BAX-HKT,0.4423529411764706,442.3529411764706,89.488,2
ORY-PUJ,0.44221542741099756,442.21542741099756,141.9775,4
ICN-TAS,0.4421610476386262,442.1610476386262,94.0085,16
BRU-EWR,0.44212726600073987,442.1272660007399,119.507,12
CMN-YUL,0.4418745747221912,441.8745747221912,100.323125,8
LGW-YYZ,0.44143245016720745,441.43245016720743,116.83,4
GOI-VKO,0.44138655462184884,441.38655462184886,89.2925,2
HNL-LAS,0.44129320839127006,441.29320839127007,102.5526,25
HKT-SYD,0.4408779631255487,440.8779631255487,125.54,4
BGI-BHX,0.4408259676044331,440.8259676044331,122.11254999999998,20
DAC-JED,0.44015982262010866,440.1598226201087,153.0508181818182,11
IST-LHE,0.4396807380197564,439.6807380197564,108.5505,8
JED-ORN,0.4395858128574257,439.5858128574257,100.14690909090909,11
BJL-BRU,0.43888135593220334,438.88135593220335,110.0495,2
CPH-DXB,0.438736943375481,438.736943375481,159.61249999999998,6
PEK-SIN,0.4383760391930368,438.37603919303683,109.15514285714286,28
AMS-RUH,0.4378082191780822,437.8082191780822,108.664,4
JED-TMR,0.43776003116478385,437.76003116478387,112.373,1
AAT-CAN,0.4372950440018527,437.2950440018527,47.206,2
DOH-MAA,0.4372104587000111,437.2104587000111,51.20842857142857,7
CDG-FIH,0.4364161220043573,436.4161220043573,120.189,2
BOS-LIS,0.4348493419460052,434.8493419460052,73.01377777777778,18
MBA-MXP,0.4347668743600311,434.76687436003107,131.82700000000003,7
LRM-MAN,0.4344877067348678,434.4877067348678,117.23140000000001,5
CDG-MCT,0.43447712418300655,434.47712418300654,106.36,4
CDG-CKY,0.4343121433758689,434.31214337586886,99.26259999999999,5
CMN-JFK,0.43357504049621004,433.57504049621,104.31599999999999,6
IAD-LIS,0.4334905612962889,433.4905612962889,74.1271875,16
FCO-ZNZ,0.43274455185974114,432.74455185974114,132.052,1
LIS-TMS,0.4323200867325823,432.3200867325823,80.16783333333333,6
GHA-JED,0.43175298804780876,431.75298804780874,92.11449999999999,2
HKT-TOF,0.4313480392156863,431.3480392156863,123.19300000000001,2
COK-JED,0.43114759480414094,431.14759480414097,106.404,4
