ROUTE,AVERAGE_CO2_TONNES,FLIGHT_COUNT
DJJ-OKL,1.0192,10
LPY-ORY,1.019,4
NAN-SUV,1.0186666666666668,45
ACC-TKD,1.0142058823529412,34
GLN-TTA,1.014,1
GAX-POG,1.014,2
HEH-SNW,1.014,1
NGS-TSJ,1.01375,16
YBB-YUT,1.012,1
AUQ-NHV,1.011,7
RUR-TUB,1.011,2
EVE-TOS,1.004,4
ACC-KMS,1.003918918918919,74
BSG-DLA,1.003,1
MRS-TLS,1.0005,12
KDO-MLE,0.9988461538461538,13
LUN-MFU,0.996,6
ARN-MHQ,0.9955,4
CPH-SGD,0.9948333333333332,12
CLO-NQU,0.9930000000000001,2
ITM-TJH,0.9925,4
AXM-EOH,0.992,4
EOH-PEI,0.992,16
AKL-WAG,0.9918888888888888,18
XBE-YXL,0.9906666666666667,3
OSJ-UAS,0.989,1
OLG-UAS,0.989,1
JJM-OSJ,0.989,1
JJM-OLG,0.989,1
JJM-OLX,0.989,1
JJM-MRE,0.989,1
HKR-JJM,0.989,1
CAE-MYR,0.989,2
JJM-KTJ,0.989,1
JJM-KEU,0.989,1
ARN-THN,0.985,4
BHD-IOM,0.9829999999999999,2
GGT-NAS,0.9828000000000001,10
UUS-ZZO,0.9824999999999999,2
ADL-KGC,0.982,8
YGX-YTH,0.981,1
MHQ-TKU,0.9795,2
BIM-FLL,0.9792,5
YLW-YXC,0.977,2
KMV-MDL,0.9755,4
PCP-TMS,0.975,2
GAS-WIL,0.9724999999999999,4
YAM-YQT,0.9724999999999999,2
ANX-TOS,0.971,2
INV-KOI,0.9706666666666667,3
CYI-MZG,0.9684999999999999,2
CPH-RNN,0.9684375,16
GND-SVD,0.9676666666666666,3
DMD-ISA,0.967,2
EBB-RUA,0.9665,4
RTB-SAP,0.9642619047619047,42
BKI-LBU,0.962,8
KEU-MBA,0.9615,2
EOH-NQU,0.9597857142857142,14
FND-MLE,0.9590000000000001,4
DDD-MLE,0.9590000000000001,12
CTL-RMA,0.959,1
YEK-YRT,0.9577142857142859,7
KOI-LSI,0.9515,2
LTM-OGL,0.9495,6
DIE-NOS,0.948,1
LGI-NAS,0.9476000000000001,10
BVC-RAI,0.9475,4
EOH-RON,0.9444999999999999,2
HGD-TSV,0.944,1
LXS-MJT,0.942,1
DBV-SPU,0.9390000000000001,4
LYS-MXP,0.9390000000000001,4
SPC-TFN,0.9373690476190477,84
HKD-OIR,0.9335,2
AXA-SJU,0.9305,8
NAS-TBI,0.926,4
CLO-COG,0.9245,2
SJU-STX,0.9218392857142856,56
FSP-YYT,0.921,2
BEZ-TRW,0.919,2
SLU-SVD,0.9137142857142857,7
PLS-STI,0.9135,6
LQM-PUU,0.911,2
BEF-MGA,0.9106666666666667,3
KNS-MEL,0.907,6
BZL-DAC,0.9069999999999999,4
MYA-SYD,0.899,1
FNC-FUE,0.896,1
OSD-UME,0.8955,4
ASJ-TKN,0.8935,6
BGO-FRO,0.8925,22
JKH-SMI,0.888,1
DAC-JSR,0.8873333333333333,6
FAI-GAL,0.887,9
PNR-POG,0.8852,5
MSA-YXL,0.884,1
KDV-NAN,0.878,2
YND-YQB,0.8773333333333332,3
BVI-WNR,0.877,1
CAP-CYA,0.8755,4
GLA-ILY,0.875,8
LET-LPD,0.871,2
YWJ-YZF,0.869,1
YAB-YIO,0.869,1
PKE-SYD,0.868625,8
LMN-MYY,0.867,6
YAZ-YVR,0.8649999999999999,6
OOT-TRW,0.862,1
CLO-NVA,0.86,2
TFN-VDE,0.8585483870967743,31
ATH-JSY,0.85625,4
EOH-MMP,0.8560000000000001,2
SAP-TGU,0.8542799999999999,25
DEN-MCK,0.85375,4
ABZ-MME,0.851,5
MYT-PBU,0.85,2
EZV-NYA,0.85,2
YHZ-YQY,0.8474999999999999,10
HHZ-HOI,0.847,1
AAA-MKP,0.847,1
MKP-RRR,0.847,1
RMT-RUR,0.847,2
PUK-TKV,0.847,1
BIM-NAS,0.8454999999999999,6
LCE-SAP,0.84475,8
DFW-HRO,0.8445,4
LGI-ZSA,0.844,1
RAI-SNE,0.84375,4
IRA-SCZ,0.842,1
YUT-YZS,0.841,1
EOH-UIB,0.8406774193548388,31
YGZ-YRB,0.8405,2
MDL-NYT,0.839,2
EXT-GCI,0.8383333333333334,3
JKH-MJT,0.838,1
TLY-VVO,0.831,2
BOO-SSJ,0.831,1
ABZ-NCL,0.8303333333333334,3
SUV-SVU,0.8294999999999999,2
LCE-PEU,0.827,2
AIT-RAR,0.8262307692307692,39
ELH-RSD,0.822,1
TRW-TSU,0.821,2
ARM-BNE,0.8175714285714285,7
MHH-NAS,0.8169285714285713,14
BGO-TRF,0.815,1
BIR-KTM,0.8148032786885246,61
IZO-OKI,0.8125,2
ARN-EVG,0.811,1
LAS-MCE,0.8105,20
YDP-YYR,0.8089999999999999,2
VPG-WIL,0.8079999999999999,3
EYK-EZV,0.798,2
FUJ-NGS,0.7919999999999999,12
DAR-IRI,0.7903333333333333,12
DOD-TBO,0.788,2
MYY-MZV,0.788,4
PBH-YON,0.7879999999999999,3
NAA-SYD,0.783,1
DHG-VVO,0.7805,2
BNE-WTB,0.78,1
YGR-YQY,0.78,2
SSR-VLI,0.779,1
TLL-URE,0.7785,4
YBL-YVR,0.7767142857142856,14
YXL-ZPB,0.7755000000000001,2
MHH-PBI,0.77025,8
YBC-YZV,0.7693333333333333,3
KGS-RHO,0.7666666666666666,3
HEL-POR,0.7665,8
BNE-ZBL,0.7665,8
CXH-YTP,0.765,4
EOH-MTB,0.7645,4
LKY-ZNZ,0.763,1
BTI-FAI,0.7625,2
BNE-CFS,0.76075,8
EGM-HIR,0.759,2
KDV-SUV,0.759,2
PNP-POM,0.7548333333333334,6
CTG-MMP,0.7525,2
EIS-SXM,0.74935,20
HDO-LUH,0.742,2
BUP-HDO,0.742,2
LDU-SDK,0.742,2
YQT-YXL,0.7416666666666667,6
HRH-LKO,0.7395,2
YHD-YQT,0.735,1
HFN-RKV,0.7344999999999999,8
BNE-IVR,0.7336666666666667,3
GAM-OME,0.7330000000000001,2
HEH-NYT,0.7313333333333333,3
LOD-VLI,0.7305,2
ODO-TKM,0.7276666666666666,3
CAP-PLS,0.727375,8
YQT-YWP,0.725,2
MLE-NMF,0.7246666666666667,6
NVA-SVI,0.724,2
CNS-IRG,0.7215,2
HIR-NNB,0.72,2
LAU-MBA,0.72,1
YGT-YUX,0.717,1
HPA-TBU,0.717,6
AKN-DLG,0.7167999999999999,5
SLI-UMB,0.716,1
EFL-PVK,0.7144999999999999,2
SID-SNE,0.71425,4
CAP-PAP,0.71275,4
YNA-YZV,0.712,1
YAY-YBX,0.711,1
DFW-HOT,0.7105,6
GVN-UUS,0.71,2
MVT-RGI,0.708,1
YRL-YWG,0.7066666666666667,3
GUA-TAP,0.7025,2
ARN-MXX,0.7000000000000001,4
YBB-YHK,0.698,1
ARN-HFS,0.6950000000000001,2
DHG-ETL,0.6915,2
FUT-WLS,0.6915,24
BJM-TKQ,0.691,1
CFU-PVK,0.691,1
ELF-UYL,0.69,2
HEH-NYU,0.687,5
MKE-MSN,0.687,1
KVG-LNV,0.687,2
HGU-TIZ,0.687,1
AIA-DEN,0.6834,5
PAC-PDM,0.683,2
AUY-TAH,0.6815,2
IFU-MLE,0.679,2
CNS-EDR,0.6777500000000001,4
DNP-KTM,0.6745000000000001,2
KXF-SUV,0.674,2
YAM-YSB,0.673,3
DFW-ELD,0.6705,4
EBG-EOH,0.6699999999999999,2
BOS-MSS,0.6695000000000001,6
SLH-SON,0.6695,2
TBF-TRW,0.668,4
MNU-RGN,0.6655,2
UAS-WIL,0.6653333333333333,3
JJM-WIL,0.6653333333333333,6
GOV-GTE,0.662,1
MKR-WUN,0.661,1
JTY-LRS,0.659,1
SON-ZGU,0.657,3
ARK-SEU,0.6546190476190477,21
KVR-VVO,0.6539999999999999,2
ENI-USU,0.6535,4
NSN-WLG,0.6525846153846153,65
DGE-SYD,0.651,2
JNB-LDZ,0.6495,4
AXJ-FUK,0.64925,12
CLO-TBD,0.6479999999999999,2
YPW-YVR,0.6475384615384616,26
LKO-MZS,0.639,2
YHR-ZLT,0.638,1
BKZ-MWZ,0.6352,5
GEA-UVE,0.635,10
GEA-MEE,0.635,14
GLU-YON,0.635,1
GLU-PBH,0.635,2
GEA-LIF,0.635,12
DOM-STT,0.6285000000000001,2
LNS-PIT,0.6265,4
HCQ-KNX,0.626,1
CNS-KWM,0.626,3
FLS-MEB,0.625,4
CNS-CUQ,0.6194999999999999,4
GPI-PPN,0.6185,2
BRR-GLA,0.618,4
OKE-TKN,0.618,4
YHZ-YSJ,0.6175714285714287,7
FAI-RBY,0.6174,5
HUU-LIM,0.617,12
ANU-SXM,0.6164545454545455,11
ORD-UIN,0.6158571428571429,7
SKB-STT,0.6146666666666667,6
EBB-MBQ,0.6133333333333333,9
HEH-MDL,0.611,1
BIS-FAR,0.611,1
CAY-MPY,0.609,10
HHR-MCE,0.60845,20
ADZ-PVA,0.6075,6
EBB-KSE,0.6055555555555556,9
TDK-USJ,0.604,2
COG-EOH,0.6020000000000001,2
NEV-SJU,0.597,2
YPL-YXL,0.596,1
GHB-RSD,0.596,1
BWG-LUK,0.594,1
LBV-POG,0.5924864864864865,37
KTM-TMI,0.591,8
DIU-IXK,0.591,2
MNS-NLA,0.59,3
LET-TCD,0.589,2
KHZ-KXU,0.588,1
AHE-AXR,0.588,1
ERS-NDU,0.587,2
KBH-MWZ,0.584,1
SKB-STX,0.5834999999999999,2
YPL-YTL,0.583,1
BNA-JBR,0.58275,4
EKS-UUS,0.5820000000000001,2
MKM-MYY,0.5820000000000001,2
MRE-WIL,0.5791764705882353,17
AGC-CMH,0.578,1
AJA-CLY,0.578,1
BRL-ORD,0.5734999999999999,4
KEP-PKR,0.573,2
AKL-WHK,0.572,12
IPL-PHX,0.5715,2
CAY-GSI,0.571,1
HYA-JFK,0.569,4
IPL-LAX,0.5670000000000001,6
BSC-UIB,0.5640000000000001,2
EFL-ZTH,0.563,1
AZH-LKO,0.5609999999999999,2
YGL-YGW,0.5605,2
IKI-NGS,0.56025,8
SJU-STT,0.5580752688172044,93
EBB-KHX,0.558,4
YNP-YYR,0.558,1
DBO-OAG,0.557,2
YPN-YZV,0.5559999999999999,9
ELH-PBI,0.5535,2
BHB-BOS,0.5525,12
ELD-MEM,0.5505,2
PKU-SIQ,0.5505,2
LMV-MLE,0.5489999999999999,2
ASV-WJR,0.544,2
CTL-ULP,0.542,1
DRV-MLE,0.5408235294117647,17
HOT-MEM,0.5389999999999999,2
YLH-YQT,0.538,1
EDN-NEI,0.537,2
KNX-UBU,0.5365,2
EBA-FLR,0.536,4
CAY-XAU,0.5359999999999999,5
IAD-IPT,0.535,6
GMZ-TFN,0.5345,4
BSG-LBV,0.5345,4
HRO-MEM,0.5329999999999999,2
YSK-YUD,0.529,1
RAI-SFL,0.5288,10
BFD-IAD,0.5285,4
BOB-HUH,0.528,6
JBR-STL,0.5277499999999999,8
AMQ-NRE,0.5265,2
JIN-MBQ,0.5255,4
JIN-KHX,0.5255,4
JIN-KSE,0.5255,4
YRT-YXN,0.525,6
YCS-YRT,0.525,6
ASJ-KKX,0.5245,8
SMS-TMM,0.524,2
YGW-YSK,0.523,1
AUA-CUR,0.5227462686567165,67
KSO-KZI,0.521,1
EIS-SJU,0.520921052631579,76
ACK-JFK,0.519,1
NTL-SYD,0.519,2
PPN-TBD,0.519,2
BZE-CUN,0.518,2
KTM-PKR,0.5167333333333334,90
BTJ-LKI,0.5155000000000001,2
PHE-ZNE,0.515,2
HIR-RNL,0.514,4
NON-TRW,0.514,2
YRL-YXL,0.5137499999999999,4
ACK-HPN,0.5132857142857142,28
FAI-HSL,0.512,2
TUO-WLG,0.512,4
CWK-LKO,0.509,2
LKO-VSV,0.5085,2
CDR-DEN,0.5075000000000001,4
GGR-GLK,0.507,5
AXP-CRI,0.506,1
ACK-TEB,0.5045,16
ATH-VOL,0.503,1
GUA-PBR,0.49800000000000005,10
XGR-YVP,0.4975,12
MNZ-TRI,0.495,1
KDL-TLL,0.4935,4
MLE-VAM,0.4935,6
MAU-RFP,0.493,5
KKR-NIU,0.493,1
DUJ-IAD,0.49016666666666664,6
AKP-FAI,0.4888333333333333,6
HUY-NCL,0.487,1
AIS-TBF,0.485,2
KID-VXO,0.483,4
BUT-PBH,0.482,4
JSH-KSJ,0.48150000000000004,2
JNU-KLW,0.47975,4
IAD-NYS,0.4756666666666667,3
YPA-YXE,0.4715,2
YPJ-YVP,0.47000000000000003,3
OSJ-WIL,0.46849999999999997,12
RGI-TIH,0.468,4
JFK-MVY,0.468,1
KTM-TPJ,0.4675,2
SBH-SJU,0.4657333333333333,45
GLA-TRE,0.462,4
FAI-HUS,0.461,1
NEV-STT,0.45899999999999996,10
LAU-MYD,0.45883333333333337,6
NAS-SML,0.4585,8
BIK-ZRI,0.4555,2
YQZ-YWL,0.455,1
EBA-PSA,0.45449999999999996,6
HIR-VAO,0.453,2
HIR-RNA,0.453,1
KEU-WIL,0.45272727272727276,11
BRL-STL,0.452,4
IAD-MGW,0.44937499999999997,8
LLA-PJA,0.4475,6
YHY-YZF,0.4463333333333333,6
CAE-SAV,0.446,1
PTP-SBH,0.4452083333333334,24
SQL-TKF,0.442,2
BWT-KNS,0.442,4
LDX-MPY,0.441,1
YRA-YZF,0.4405,2
ABZ-WIC,0.44030769230769234,13
KNS-MEB,0.4345,8
AJA-BIA,0.434,1
KTJ-WIL,0.433,12
OLX-WIL,0.433,12
MTV-SON,0.432,1
NYK-OLX,0.432,1
DRJ-ORG,0.432,1
NYK-OSJ,0.432,1
IMK-KEP,0.432,2
KTJ-NYK,0.432,1
MRE-NYK,0.432,1
HKR-NYK,0.432,1
KEU-NYK,0.432,1
ORG-SMZ,0.432,1
CMA-XTG,0.431,1
BUC-ONG,0.431,1
DMD-ONG,0.431,1
SKB-SXM,0.428,11
AEY-VPN,0.428,1
LBP-MYY,0.42500000000000004,2
DAR-ZNZ,0.42488461538461536,78
HUH-RFP,0.4224,10
BNH-NYS,0.42000000000000004,5
ELC-MNG,0.42,1
CCV-VLI,0.4195,2
RZH-VVO,0.4195,2
NAS-RSD,0.4190625,16
MCG-MRI,0.419,2
BOB-RFP,0.418125,16
ASV-MYD,0.41800000000000004,2
FNC-PXO,0.41800000000000004,8
NEV-STX,0.41600000000000004,4
KIS-OLG,0.41533333333333333,3
BHE-CHC,0.41476,25
BHP-KTM,0.4145,2
EBB-KIS,0.41200000000000003,4
ASV-UKA,0.41100000000000003,2
EBB-KXO,0.41,1
MGZ-VBP,0.409,2
KMV-NYW,0.409,2
GKA-HGU,0.409,1
MTK-TRW,0.4085,2
EAA-FAI,0.40800000000000003,2
LNV-RAB,0.408,2
CYA-PAP,0.40775,4
IAD-LNS,0.40714285714285714,7
CTD-PAC,0.406,4
GCM-LYB,0.4053333333333333,9
YNO-YXL,0.39866666666666667,3
ASV-MBA,0.3975,2
DEN-PUB,0.397,6
YFB-YLC,0.39599999999999996,3
MDL-NYW,0.394,4
JKR-KTM,0.3933888888888889,18
BET-WWT,0.392,1
YTQ-YVP,0.3915,4
GDT-PLS,0.39088235294117646,17
BTT-FAI,0.39,1
NYK-WIL,0.3893076923076923,13
MOZ-PPT,0.38233333333333336,3
BIU-RKV,0.3805,4
KGL-MWZ,0.38,2
GLF-SJO,0.3795,16
MFE-SAT,0.379,1
OME-UNK,0.37799999999999995,3
BET-EMK,0.37600000000000006,3
GEA-ILP,0.376,8
CHC-WKA,0.37566666666666665,15
SBH-STT,0.3755,2
KIS-OSJ,0.3755,4
KIS-OLX,0.3755,4
KIS-KTJ,0.3755,4
LAF-ORD,0.3755,8
KIS-MRE,0.3755,4
BQW-HCQ,0.373,1
BBN-MYY,0.371,6
ASV-VPG,0.3705,2
PNS-TLH,0.37,1
GSO-MNZ,0.37,1
BKI-LMN,0.366,2
PJM-SJO,0.36396721311475405,61
YSB-YYB,0.361,1
GCI-JER,0.35873684210526313,19
AXA-STT,0.358,14
ARC-FAI,0.35633333333333334,3
HKR-WIL,0.3562,10
ARM-CFS,0.3556,5
FAI-VEE,0.355,2
IBA-LOS,0.354,2
BHR-KTM,0.3536,20
BFD-PIT,0.3495,4
BZE-RTB,0.348,2
AXJ-KMJ,0.34775,4
BME-FIZ,0.34750000000000003,2
BWT-LST,0.347,7
BEF-RNI,0.3466666666666667,3
JJM-NYK,0.3458333333333334,6
BOB-MAU,0.34450000000000003,2
HUY-MME,0.344,1
SJO-TNO,0.34299999999999997,26
BGI-MQS,0.34190909090909094,11
FVM-KDM,0.341,1
BMO-MYT,0.341,2
AXR-RGI,0.341,1
HGU-WBM,0.341,1
BRW-PIZ,0.3385,2
CJN-HLP,0.338,2
OLG-WIL,0.33615384615384614,13
BDR-NYS,0.336,6
HKR-KIS,0.3356666666666667,3
NAS-TZN,0.33399999999999996,2
YFJ-YZF,0.33399999999999996,2
YSG-YZF,0.33399999999999996,4
JRO-WIL,0.3329166666666667,12
YKG-YPJ,0.332,2
MMO-RAI,0.3315,4
KEU-KIS,0.3292,5
ANC-TEK,0.329,1
WLG-WSZ,0.3288,5
BET-HPB,0.32625000000000004,4
PDT-PDX,0.325,8
AEY-THO,0.325,1
BET-MYU,0.322,1
GCN-PGA,0.321,2
ASV-MRE,0.3185,2
ASV-KEU,0.3185,2
ANA-ASV,0.3185,2
ASV-HKR,0.3185,2
ASV-MDR,0.3185,2
ASV-KTJ,0.3185,2
ASV-OLG,0.3185,2
ASV-OLX,0.3185,2
ASV-OSJ,0.3185,2
APW-PPG,0.31766666666666665,6
FLL-GHC,0.3175,2
LWY-MYY,0.3175,16
LGL-MYY,0.3175,2
HNL-JHM,0.3165,2
BOC-SJO,0.31633333333333336,6
NOB-SJO,0.315421052631579,19
AOK-KSJ,0.315,4
DRK-SJO,0.31473333333333336,15
DUJ-PIT,0.31416666666666665,6
YFO-YQD,0.3135,4
OME-SHH,0.313,3
KTJ-MRE,0.313,1
PLS-XSC,0.313,4
BKI-LWY,0.312,2
SPB-SSB,0.3105,16
BHE-WLG,0.310231884057971,69
HWN-VFA,0.309,1
LIR-SJO,0.307,18
BZE-PND,0.307,5
KTM-PPL,0.3065,2
FLS-LST,0.3065,8
HID-MYI,0.306,4
EBB-PAF,0.306,2
JEE-PAP,0.3055,2
ACK-BOS,0.30438461538461536,117
BWA-PKR,0.3035,2
CFC-FLN,0.3035,4
YHR-ZTB,0.3033333333333333,3
MNZ-RDG,0.303,1
CAL-GLA,0.3015,4
HIR-PRS,0.301,2
FRE-HIR,0.301,2
BET-SCM,0.3,4
RTB-UII,0.3,2
SNE-VXE,0.299,1
YPJ-YTQ,0.2985,4
BNA-CHA,0.297,1
NSN-PPQ,0.292,4
NEV-SXM,0.292,6
YHR-YIF,0.287,4
YGV-YPN,0.287,3
CFC-CWB,0.287,1
FAI-NUL,0.287,1
ACK-BNH,0.2866,5
NQU-UIB,0.2865,2
KOE-SAU,0.28600000000000003,2
STL-UIN,0.2835714285714286,7
MBQ-PAF,0.2835,4
KSE-PAF,0.2835,4
KHX-PAF,0.2835,4
GUA-RER,0.2833333333333333,3
BME-DRB,0.2825,4
AAZ-GUA,0.2816666666666667,3
GWT-HAM,0.2815,2
CXH-YWH,0.2807454545454546,55
LIO-SJO,0.2803333333333333,9
YLE-YZF,0.28,2
GSI-LDX,0.277,1
FAI-FYU,0.2753,10
LKY-SEU,0.2741,10
BHR-PKR,0.273,2
KLW-SIT,0.272,4
EGM-GZO,0.272,1
GKK-KDM,0.272,1
AET-FAI,0.2718,5
JUM-KEP,0.271,2
BJU-KEP,0.271,2
BET-KSM,0.271,1
OME-SMK,0.271,1
LBP-MUR,0.271,1
YGH-YWJ,0.271,1
DOP-KEP,0.271,2
OBU-OTZ,0.271,1
OTZ-PHO,0.27,3
KCH-TGC,0.269,2
ANA-WIL,0.266,4
MDR-WIL,0.266,4
EGX-WSN,0.266,1
YUY-YVO,0.265,1
JNU-KAE,0.265,2
HNL-LNY,0.2635,24
FTI-PPG,0.2635,2
LKH-MYY,0.26349999999999996,2
MYY-ODN,0.26349999999999996,2
GJR-RKV,0.263,2
ABY-LZU,0.261,1
AJN-HAH,0.26066666666666666,6
ANI-BET,0.26,4
AXA-NEV,0.26,4
MAZ-SJU,0.2596666666666667,9
MIM-MYA,0.2595,2
AKN-PTH,0.259,1
BON-CUR,0.25831944444444443,72
ELM-RDG,0.258,1
NYK-UAS,0.25775,8
YNA-ZGS,0.25766666666666665,3
GTZ-LKY,0.255125,8
BZE-FRS,0.253,2
BOS-MVY,0.2513076923076923,26
NAS-SAQ,0.2505,2
ELH-NAS,0.25033333333333335,24
GHB-NAS,0.24828571428571428,14
KTM-SIF,0.2465,16
AAK-TRW,0.2465,2
BET-NME,0.2456666666666667,3
JRO-LKY,0.24444444444444446,9
JCK-RCM,0.244,1
EVG-MXX,0.24366666666666667,3
BET-KWK,0.242,3
BET-KPN,0.242,2
HNL-MKK,0.2399259259259259,54
HID-NLF,0.23975000000000002,4
HIR-MHM,0.238,1
BRW-NUI,0.238,1
MUE-OGG,0.2365,2
MGW-PIT,0.2354285714285714,7
SJO-TMU,0.2336470588235294,17
OWD-TEB,0.233,1
FAI-TAL,0.23299999999999998,6
BTH-SIQ,0.23299999999999998,2
FON-TTQ,0.232,1
LZU-TYS,0.231,1
SJO-TTQ,0.22949999999999998,2
FGU-FHZ,0.228,1
AAA-FAC,0.228,1
OME-WAA,0.226,2
BOS-HYA,0.22519999999999998,10
SJU-VIJ,0.22092857142857142,14
ASV-WIL,0.21919999999999998,15
CFC-PTO,0.2185,2
BHE-PPQ,0.2175,6
DRG-OME,0.217,1
BET-PQS,0.217,1
OME-WBB,0.217,3
BET-TNK,0.217,2
BAS-GZO,0.216,2
BBN-MUR,0.216,2
KGE-MUA,0.216,2
TBF-TMN,0.216,1
AEY-GRY,0.21400000000000002,2
GIC-HID,0.21400000000000002,5
BTU-MKM,0.21400000000000002,2
BET-MLL,0.2115,2
FLL-NSB,0.21,16
HID-OKR,0.20833333333333334,3
ELI-OME,0.208,2
SAP-UII,0.20550000000000002,2
GFF-NRA,0.204,2
ANU-SBH,0.20363636363636364,11
VTE-ZBY,0.201,2
CNS-CTN,0.201,8
BDO-HLP,0.2,2
CMB-TRR,0.2,1
ACK-EWB,0.19833333333333333,3
MUA-VAO,0.19716666666666668,6
GJA-LCE,0.1968,10
BET-CYF,0.19624999999999998,4
AHE-XMH,0.196,1
GTZ-MWZ,0.195,2
MWZ-SEU,0.195,2
JNU-PEC,0.194,4
AKS-HIR,0.194,2
STX-VQS,0.1935,2
ZPB-ZRJ,0.193,1
MKK-OGG,0.193,30
YPM-ZSJ,0.193,1
ANC-ENA,0.18949999999999997,54
BET-VAK,0.189,4
LCE-RTB,0.18773333333333334,30
HNL-LUP,0.187,4
DAR-TGT,0.18699999999999997,6
STT-STX,0.18655999999999998,50
MUU-SSA,0.186,1
YHR-ZGS,0.185,4
LIR-NOB,0.1842222222222222,9
HAH-NWA,0.18175,4
FGI-PPG,0.181,10
OFU-PPG,0.181,2
BDO-CJN,0.18,2
SJO-XQP,0.17926000000000003,50
HID-SBR,0.17875,4
TGT-ZNZ,0.1741111111111111,9
BTC-CMB,0.174,1
KEI-MKQ,0.174,1
CMB-WRZ,0.174,2
AEA-TRW,0.17333333333333334,3
BTI-SCC,0.173,2
ANI-SHX,0.173,2
JNU-SGY,0.172,2
YHP-YRL,0.169,1
LNY-OGG,0.16849999999999998,8
BFI-FRD,0.16249999999999998,2
SJU-VQS,0.16192307692307692,52
LKH-MUR,0.161,3
NGK-ZZO,0.161,2
KGE-VAO,0.161,1
LGL-MUR,0.161,1
AEM-NEI,0.161,2
BKM-LWY,0.161,1
LNE-SON,0.161,2
YBE-YSF,0.161,1
GAL-NUL,0.16066666666666665,3
DCG-DCG,0.16,2
DCG-DJH,0.16,2
AYM-DCG,0.16,2
GIU-WRZ,0.16,1
ELV-JNU,0.15899999999999997,2
BET-KKH,0.15833333333333333,3
EMK-MOU,0.153,1
KUC-TRW,0.153,3
EUA-TBU,0.153,2
HFS-TYF,0.148,2
ZLT-ZTB,0.148,4
ARK-LKY,0.1475625,16
MQS-UVF,0.14740000000000003,15
AGN-JNU,0.14475,8
AKN-IGG,0.144,1
GSI-MPY,0.143,1
KEU-MDR,0.14250000000000002,2
BET-KWN,0.1415,2
HID-XMY,0.14100000000000001,3
ACK-HYA,0.141,29
LNU-TRK,0.14,2
ACK-MVY,0.13833333333333334,3
DRK-PJM,0.138,1
EIS-STT,0.13742105263157894,19
GWT-NUE,0.13274999999999998,4
GST-JNU,0.131,4
LAK-YEV,0.131,6
ACO-SJO,0.12599999999999997,33
MRE-OLX,0.125,1
KTJ-MDR,0.125,2
EMK-KOT,0.12425,4
MWF-SON,0.124,2
HNS-JNU,0.124,8
MUR-ODN,0.124,2
MKM-SBW,0.124,2
LOD-SON,0.124,2
YGH-YVQ,0.124,1
NNB-RNA,0.124,1
NEV-SKB,0.12325,4
HYA-MVY,0.123,4
STT-VQS,0.1185,2
EWB-MVY,0.11833333333333333,3
DLG-KLL,0.118,1
CRU-SVD,0.117,2
GAM-SVA,0.11699999999999999,3
MZK-TRW,0.11699999999999999,2
BET-EEK,0.11540000000000002,5
YNO-YVZ,0.111,1
KIF-WNN,0.111,2
BYR-RKE,0.109,4
GAL-RBY,0.108,2
YAC-YXL,0.107,1
YFH-YOG,0.107,1
PMA-ZNZ,0.1065,10
HNM-OGG,0.106,4
CYB-LYB,0.105625,8
CXY-FLL,0.10550000000000001,2
ANI-RSH,0.10400000000000001,2
BBN-LGL,0.103,2
CMB-KCT,0.103,1
YMN-YRG,0.103,2
MUA-RBV,0.103,2
BBN-LBP,0.103,2
BBN-ODN,0.103,2
KVL-OTZ,0.10200000000000001,2
DRG-OTZ,0.10200000000000001,2
OTZ-WLK,0.10200000000000001,2
FLL-PBI,0.101,2
PCN-WLG,0.09940740740740742,27
GDT-XSC,0.0975,4
BRE-NUE,0.097,14
PBA-SSA,0.096,1
PRI-SEZ,0.09567857142857143,56
MUR-MYY,0.09538461538461539,13
KAE-SIT,0.095,4
NUE-VIE,0.09475,12
NHV-UAH,0.09459999999999999,5
CMB-NUF,0.094,1
CMB-KDW,0.094,1
KTS-OME,0.09300000000000001,3
KOA-MUE,0.093,2
MXQ-SSA,0.09288235294117649,17
ANU-AXA,0.09025,4
CUK-CYD,0.089,1
ARC-VEE,0.089,1
DAR-MFA,0.0883076923076923,26
GDT-SLX,0.08700000000000001,3
IBB-SCY,0.087,2
ABF-TRW,0.086,2
MNK-TRW,0.086,2
GZO-MUA,0.08566666666666667,6
ACO-LIR,0.08449999999999999,2
NHV-UAP,0.082,4
DLG-TOG,0.082,1
ISC-LEQ,0.082,8
YHO-YNP,0.082,1
AKN-EGX,0.082,1
BBN-BKM,0.082,2
LMN-LWY,0.082,2
EGM-MUA,0.082,7
SAB-SXM,0.08014285714285714,14
HID-UBB,0.0795,8
MGL-NUE,0.07925,12
JNU-TKE,0.079,3
BET-WTL,0.078,4
AKN-KLL,0.078,3
EUX-SXM,0.07722222222222222,9
AIN-BRW,0.075,1
NUE-SMV,0.0747,10
MQS-SVD,0.06976923076923078,13
SKK-UNK,0.069,1
SBH-SXM,0.06893181818181818,88
LUP-MKK,0.0685,4
SBH-SFG,0.068,1
CPX-SJU,0.06796,25
DLG-KNW,0.06733333333333334,3
KLW-KTN,0.06716666666666667,6
BZE-PLJ,0.06655555555555555,36
STT-VIJ,0.0665,2
BNH-PYM,0.0665,2
ILI-PTA,0.066,1
HSL-RBY,0.066,1
CUQ-IRG,0.066,1
HID-SYU,0.065,2
PMK-TSV,0.0645,20
YVQ-ZFN,0.062,1
THO-VPN,0.062,1
