ROUTE,AVERAGE_CO2_TONNES,FLIGHT_COUNT
HMB-RUH,16.127166666666668,6
OZH-TIA,16.123,2
BUS-OZH,16.122999999999998,2
AGP-NQY,16.121000000000002,2
SUB-TRK,16.1205,4
EVN-TLV,16.108500000000003,6
MRV-MSQ,16.106,4
WNZ-ZYI,16.105333333333334,3
PIT-TPA,16.104,6
AUS-FLL,16.103749999999998,4
BRS-MAH,16.1035,2
NKG-ZYI,16.102,2
AHB-HMB,16.101,2
NDG-TAO,16.1,2
HKG-VTE,16.0995,2
LPA-PNA,16.099,2
IND-SFB,16.094583333333333,12
KUL-MYY,16.093666666666667,51
ACE-FAO,16.093,1
FCA-LAS,16.092,4
GUM-ROR,16.092,4
CTG-MCO,16.09,2
ADB-KRK,16.0895,2
SFB-TOL,16.089285714285715,7
KMG-XNN,16.085,4
CAG-SVQ,16.0815,2
CXR-SZX,16.081,2
HLP-KNO,16.078444444444443,9
DWC-IQA,16.078,2
FEZ-MRS,16.077833333333334,6
PVG-XIY,16.077829787234045,94
BEG-NYO,16.0775,2
ERZ-IST,16.0768,10
HGH-PKX,16.075869565217392,46
ATL-FLL,16.074804195804198,143
KWE-XNN,16.072,1
BTS-SAW,16.070500000000003,2
CTU-ZUH,16.069166666666668,6
AUH-MED,16.0675,8
DTM-GHV,16.0645,2
LYR-OSL,16.061333333333334,9
KEF-LPL,16.061,4
HER-ODS,16.060000000000002,2
MIG-TNA,16.05966666666667,3
MSY-YYZ,16.05633333333333,6
CRA-LTN,16.052999999999997,2
MIA-SDF,16.052500000000002,4
GLA-GVA,16.05216666666667,6
EDI-INN,16.051666666666666,6
CCU-DEL,16.048963190184047,163
BVA-NAP,16.048,2
OTP-PSA,16.04625,4
LAX-PDX,16.044676923076924,195
MDW-MHT,16.041333333333334,3
CDG-LIS,16.040485714285715,70
EVN-KIV,16.038666666666668,6
KIV-MXP,16.03833333333333,6
NOJ-UFA,16.03725,4
IAH-SLC,16.033234042553193,47
DAL-TPA,16.031299999999998,10
BGO-KRK,16.03075,4
CZM-IAH,16.0305,4
HGH-UYN,16.03,2
KGD-SVO,16.029291666666666,24
MCO-STL,16.028200000000002,20
IBZ-MUC,16.027,4
BOG-SDQ,16.02691666666667,24
BBI-JDH,16.026,4
ABJ-OUA,16.0257,10
CMH-DAL,16.024,2
BWI-JAN,16.023,1
AMS-NAP,16.01974193548387,31
BCN-NUE,16.019666666666666,6
CZL-DJG,16.0185,2
CAN-NKG,16.0175625,96
PIT-SFB,16.016444444444446,9
OTP-TRN,16.016,2
TSN-YIW,16.012,1
HPH-SGN,16.011264367816093,87
ADD-MBA,16.010535714285716,28
CAN-NTG,16.009833333333333,18
CTU-YTY,16.0097,10
BCN-LPL,16.009,6
CTA-HHN,16.008,4
MZT-TIJ,16.0071875,16
BUR-SEA,16.006525,40
NUE-OTP,16.006,2
HAK-JUZ,16.005166666666668,6
BWI-SRQ,16.002555555555556,9
FOC-XFN,16.002000000000002,2
LCY-VNO,16.0015,2
CZX-SHE,16.001125000000002,8
BSB-SLZ,15.9989,10
PQC-VII,15.998000000000001,2
AJF-DXB,15.997499999999999,2
BTS-HRK,15.997,2
MAN-RZE,15.997,2
MTY-TGZ,15.991624999999999,8
SJW-YIW,15.9915,4
ARN-STR,15.99125,8
IQN-WUH,15.991,3
CEN-NLU,15.991,4
KTW-LTN,15.989999999999998,4
BHX-OPO,15.989,2
CLJ-CRL,15.9875,4
PSA-SVQ,15.9875,4
YWG-YYZ,15.986857142857142,119
PEK-YNJ,15.9865,8
KHN-PKX,15.98338888888889,18
GVA-SVQ,15.9832,5
DTM-SOF,15.98225,4
PVG-ZQZ,15.979499999999998,2
BNE-MEL,15.979081632653061,343
LHR-LIS,15.978209580838323,167
CUN-QRO,15.972533333333335,15
FKB-OPO,15.972000000000001,4
KMG-SZX,15.969050000000001,60
LGA-OKC,15.968857142857143,7
KWL-SJW,15.966000000000001,2
CDG-OSL,15.965044943820224,89
DJE-SCN,15.9635,2
HDG-XMN,15.962,1
OPO-XCR,15.9585,2
LLW-NBO,15.956700000000001,10
CZX-PEK,15.956000000000001,6
NJF-SHJ,15.953999999999999,4
LHW-YIH,15.9525,2
EHU-TAO,15.9525,2
GRX-LPA,15.952166666666665,6
EHU-SWA,15.952,2
DLU-KHN,15.952,1
AOJ-ICN,15.951500000000001,6
HAV-IAH,15.95125,4
DUB-TRN,15.950000000000001,8
ADB-SSH,15.949,2
HMI-XIY,15.946,2
AGU-LAX,15.9405,12
LGW-RJK,15.938,2
SRQ-STL,15.937,2
BRI-VLC,15.935,2
CTA-STR,15.934999999999999,2
CLT-OKC,15.9346,5
ASU-VCP,15.933666666666667,3
TRS-VLC,15.9325,2
PEK-TXN,15.932,6
BEL-BVB,15.929666666666668,3
DTW-JAX,15.929416666666667,12
MIA-XPL,15.928,5
CEK-KJA,15.927500000000002,2
KGD-MRV,15.9275,2
GVA-LIS,15.927256756756757,74
DEL-VTZ,15.927136363636363,22
ICN-TYN,15.9265,2
CUN-REX,15.915333333333335,6
BUR-DEN,15.914,19
DUS-NAP,15.9115,2
BTV-TPA,15.911249999999999,4
MHD-SHJ,15.9095,4
FRA-TIA,15.908999999999999,6
ALG-AZR,15.908416666666668,12
BER-CAG,15.907,2
BEM-GRO,15.904499999999999,2
ENY-KMG,15.904,2
EWR-MSP,15.902477272727275,44
TLL-VIE,15.899,2
AMD-CCU,15.898222222222223,9
CDG-PMO,15.898,2
HPN-RSW,15.897833333333333,6
KBP-SKG,15.8975,2
FLL-GUA,15.8965,4
LJG-WUH,15.894727272727273,11
MDT-SFB,15.894666666666668,12
DEN-MDW,15.894571428571428,21
MAN-NCE,15.8925,4
FOC-TAO,15.89175,8
SGN-THD,15.891552238805973,67
PVG-SZH,15.89,2
DRW-TSV,15.88975,4
CGO-JJN,15.88957142857143,7
BCN-RAK,15.889500000000002,10
HER-OTP,15.886499999999998,2
CRL-CTA,15.884,2
NTG-TYN,15.8835,4
FOC-TNA,15.8804,5
SZX-YBP,15.88,6
NAO-TSN,15.879,1
WDS-XMN,15.877600000000001,5
DSM-MCO,15.8775,2
ICN-NKG,15.877285714285714,14
INC-WUH,15.876999999999999,5
AUS-CLE,15.8765,2
LBA-SZG,15.875,2
COS-SAN,15.875,1
KVK-SVO,15.874749999999999,4
ARN-MUC,15.87376923076923,26
ADB-VAN,15.8725,4
FKB-SCV,15.870999999999999,2
HNY-JHG,15.8705,2
EVN-ODS,15.8705,2
CDG-CZL,15.870000000000001,2
PDG-YIA,15.868,2
TAS-TBS,15.867,2
CCJ-DEL,15.864666666666666,3
HTA-OVB,15.8645,6
BLR-VNS,15.863263157894735,38
KRK-LBA,15.861333333333334,6
INC-XUZ,15.86,4
SHJ-UET,15.857499999999998,2
BOH-WRO,15.853,2
KMG-ZHY,15.853,1
LYS-TLM,15.852,4
COR-CRD,15.851500000000001,4
CPH-PSA,15.850999999999999,2
SXB-TUN,15.850999999999999,4
ALC-CDG,15.850750000000001,8
ALB-BNA,15.8492,5
BUD-STN,15.8488,10
ICN-SHI,15.848500000000001,4
CLT-RSW,15.847444444444445,18
BOD-CTA,15.847000000000001,2
CAN-LZG,15.843,2
SWA-TFU,15.841249999999999,20
AJI-IST,15.840499999999999,2
STR-VLC,15.8385,2
MCX-NMA,15.838,2
BYO-CGH,15.837666666666665,3
IND-TPA,15.834999999999999,10
BGR-RSW,15.833000000000002,2
MHD-NJF,15.832764705882353,17
SJO-UIO,15.831,2
KIV-LCA,15.830666666666666,6
FWA-SFB,15.830125,8
LIS-ORY,15.829923076923077,65
DFW-HDN,15.8285,6
SYX-YBP,15.827,1
HIJ-TPE,15.827,6
BRU-VLC,15.826181818181817,11
CVG-PGD,15.824875,8
SIN-YIA,15.824000000000002,4
DFW-MSN,15.8204,15
DEN-HOU,15.81968,25
BSL-SKG,15.816333333333333,3
HDG-XNN,15.814,2
GEL-GRU,15.813,4
AUS-PHX,15.810500000000001,20
IST-MQM,15.810166666666666,6
JHG-KWL,15.808,2
HUZ-KMG,15.80775,4
HHN-OPO,15.807500000000001,2
FRA-PMI,15.806761904761904,21
MLA-TLS,15.8065,2
MSY-PHL,15.804636363636364,11
CDG-TLM,15.804,1
ATH-WAW,15.802833333333334,12
NTG-XIY,15.79969230769231,13
HOU-MCO,15.798789473684211,19
CNF-MCZ,15.798181818181819,11
HAK-SQJ,15.798,1
BOJ-TLV,15.798,1
BNE-NLK,15.797500000000001,2
CRL-SUF,15.797500000000001,2
AKA-HGH,15.797,4
SBN-SFB,15.794,10
ATH-TBS,15.792166666666668,6
HFE-SZX,15.79202,50
LGA-OMA,15.791692307692308,13
HIA-HRB,15.791,1
FMM-SKG,15.79,4
DQA-YNT,15.789,1
SVQ-TSF,15.788499999999999,2
YQB-YVP,15.788,1
BRC-EZE,15.786536585365852,41
BOM-MCT,15.784949999999998,20
SKG-STR,15.783999999999999,4
CKG-WUX,15.782181818181819,33
MCO-ROC,15.780599999999998,5
MSQ-SVX,15.778500000000001,2
BCN-BUD,15.777375000000001,8
DME-SVX,15.776588235294117,17
PEE-SVO,15.7743,10
BOM-RKT,15.7725,2
HGH-TYN,15.7725,22
LGW-PMI,15.77125,40
CWB-EZE,15.771,2
CKG-LZY,15.767000000000001,6
JNG-KWE,15.764499999999998,2
NRT-TAE,15.764,2
BVA-PMO,15.7635,2
LTN-PMI,15.761076923076924,13
SZX-XIC,15.7605,2
CIA-IAS,15.753499999999999,2
DTM-OTP,15.752600000000001,5
BRU-VLL,15.752500000000001,2
TFU-VTE,15.7525,2
FRA-SKP,15.75025,4
CIF-NKG,15.748999999999999,8
KWE-YTY,15.7486,5
LHW-PEK,15.746285714285715,42
CKG-SZX,15.745119047619047,84
NUE-TIA,15.745000000000001,2
OZH-SKG,15.745,2
HBE-IST,15.744749999999998,12
HKG-HSN,15.7445,4
CPH-NTE,15.743,2
CGQ-YNZ,15.742666666666667,3
JUZ-PKX,15.7425,4
LIS-NCE,15.740541666666665,24
CHS-EWR,15.7399,20
BGY-SVQ,15.7395,4
BEG-LTN,15.736666666666666,3
PKX-WHA,15.73375,4
KRK-LTN,15.732800000000001,10
MAN-OPO,15.732,2
DLC-KHN,15.730333333333332,3
KMG-WUH,15.729666666666667,39
ABZ-GDN,15.7265,2
CRL-SJJ,15.723500000000001,2
MRS-TNG,15.723500000000001,2
LIS-PDL,15.72251515151515,66
LUX-OPO,15.72185,40
BSL-SCQ,15.721833333333334,6
JXA-YNT,15.721499999999999,2
MDG-TAO,15.719999999999999,3
BEL-BSB,15.712307692307691,13
SZX-ZAT,15.71,6
HOU-JAX,15.705666666666666,3
BUS-KZN,15.704,2
CGN-PMI,15.7012,15
PKC-UUS,15.700500000000002,4
CMN-MPL,15.6935,4
NGB-SHE,15.6888,5
CGK-DTB,15.688749999999999,12
EIN-VNO,15.6885,4
MAN-PSA,15.688,4
JDZ-PEK,15.687999999999999,4
FRA-TUN,15.687666666666667,15
KOE-SUB,15.686599999999999,5
GDL-MID,15.68509090909091,22
CNS-OOL,15.684888888888887,9
CLT-PBI,15.6845,10
SYX-WMT,15.684333333333333,3
DTM-SCV,15.68375,4
HAK-YYA,15.683499999999999,2
AUS-DSM,15.681999999999999,5
NTG-SHE,15.6808,5
FLL-RIC,15.680777777777779,9
CNX-HDY,15.6785,4
CGB-CGH,15.678166666666664,6
FKB-SOF,15.6765,2
HOU-TYS,15.675,4
KZN-MMK,15.674999999999999,4
FUK-ICN,15.673175438596491,114
KUF-LED,15.672916666666666,12
FRA-MST,15.671,1
BHX-VIE,15.6705,2
GYD-KZN,15.670166666666667,6
FEZ-MPL,15.67,2
DBC-SJW,15.669,1
MTY-PXM,15.668,2
CAK-SRQ,15.6645,8
BWI-MIA,15.663181818181819,22
HIR-POM,15.66275,8
TFN-ZAZ,15.661999999999999,2
DNK-TLV,15.661000000000001,2
EHU-FOC,15.6605,2
FRU-MCX,15.658999999999999,2
DOH-SLL,15.6535,18
YHM-YYG,15.653,4
BAH-ULH,15.650500000000001,2
PIT-RSW,15.65,6
PEK-YIH,15.646333333333333,6
PTY-SAL,15.645869565217392,23
AHJ-LXA,15.645333333333333,3
BZX-CAN,15.6435,2
LJG-YCU,15.6435,2
IGD-SAW,15.642999999999999,4
CUN-HOG,15.637500000000001,2
RUH-ULH,15.636071428571428,14
DFW-TYS,15.634115384615383,26
GGT-YYZ,15.633,2
KRR-LED,15.631499999999999,2
SCQ-ZRH,15.627499999999998,4
BHX-REU,15.627333333333333,3
DEN-LAX,15.626958762886598,194
LYS-MLA,15.6265,4
TFU-XNT,15.626000000000001,2
PLQ-STN,15.624500000000001,4
KWL-WNZ,15.624166666666667,6
JUZ-PEK,15.624,4
NRN-OVD,15.623000000000001,2
ARN-BNX,15.623,2
ATH-PRG,15.622846153846154,13
JAX-MDW,15.622,3
SYX-YIC,15.616,1
REN-SVO,15.615466666666666,15
CAN-NGB,15.613558823529411,34
MHD-TBZ,15.613500000000002,2
BER-BOD,15.612714285714286,7
STN-TAT,15.6125,2
STN-VST,15.6075,2
HAM-NCE,15.6055,2
MQF-SVO,15.602833333333335,6
CKG-ZUH,15.601642857142858,28
CAN-VTE,15.601375,8
LHR-WAW,15.599142857142857,49
EXT-MAH,15.592500000000001,2
AFW-BNA,15.592,1
XFN-ZUH,15.58775,4
AJU-GIG,15.587607142857141,28
CAN-XUZ,15.5835,4
EDI-GDN,15.5825,4
OPO-ZRH,15.581305555555556,36
ATH-BLQ,15.58,6
FCO-LHR,15.578972972972974,37
BND-THR,15.578777777777779,18
CAN-XIC,15.5785,2
ALC-FKB,15.5785,4
KWL-NGB,15.577499999999999,2
BRI-CDG,15.577,4
CAN-DZH,15.574833333333332,6
NUE-SKG,15.574,4
BLR-LKO,15.573971428571427,35
YFB-YRT,15.572,2
OUD-TUN,15.5715,2
CXR-KWL,15.57,1
LIS-LYS,15.569964285714287,28
MAD-VRN,15.568,4
HEL-PRG,15.5679375,16
BPN-CGK,15.566153846153847,78
IAH-IND,15.565576923076922,26
CVG-SRQ,15.564642857142857,14
HUZ-PVG,15.564400000000001,15
BDA-YYZ,15.5635,6
CGK-DPS,15.562294117647058,289
ENY-NKG,15.5605,4
DMK-KUL,15.5601875,32
BLQ-MAN,15.559000000000001,2
IAH-MEX,15.558372549019607,51
GVA-SKP,15.556,1
AOG-PVG,15.555250000000001,4
MCO-PIT,15.55375,16
ORN-TIN,15.553,2
CLT-MIA,15.552522222222223,90
HAK-NAO,15.552499999999998,2
BRC-COR,15.552,8
BWI-TPA,15.55132,25
CAN-YTY,15.549625,16
HET-NKG,15.54888888888889,9
KOW-TAO,15.546,1
LGW-SJJ,15.5445,2
NQZ-OVB,15.542,2
ALG-NTE,15.539,4
CAN-KMG,15.537925000000001,80
DXB-RIY,15.5365,2
BRI-CRL,15.536,2
DCA-TPA,15.5329375,16
XIY-YNT,15.532599999999999,10
MAD-MXP,15.53170588235294,51
JJN-KWE,15.529833333333334,12
SVO-UFA,15.527111111111111,18
KJA-NER,15.524999999999999,2
ARN-STN,15.523,4
MXP-SCV,15.522499999999999,2
CKG-HAK,15.520843750000001,32
CLT-FLL,15.517750000000001,20
BRU-MAD,15.516973684210527,76
BAL-SAW,15.516,4
LZH-NKG,15.514600000000002,5
HGH-ZYI,15.512,1
CTU-SJW,15.509833333333333,6
MDE-SJO,15.506666666666668,9
CGO-KWE,15.5052,15
AVL-BOS,15.5015,4
DFW-IND,15.500677419354838,31
BDB-MEL,15.499500000000001,2
BIO-FCO,15.499500000000001,2
BRS-VRN,15.499,4
JFK-SRQ,15.4984,10
IQN-PVG,15.492,2
NOU-WLS,15.492,2
ISA-OOL,15.491999999999999,4
HVN-MYR,15.4915,4
PKX-YIW,15.49115,20
PVG-TVS,15.48775,4
JFK-NAS,15.487352941176468,17
LGW-MAD,15.48709375,32
LTN-OPO,15.48675,4
AYT-SJJ,15.4845,4
HHN-INI,15.479500000000002,2
DPS-PLM,15.479,2
MIA-RTB,15.4765,2
BDL-CLT,15.472888888888889,9
MDW-PVD,15.472800000000001,5
OPO-PDL,15.472468749999999,32
OSL-VIE,15.472375,8
HEL-VIE,15.472058823529414,17
FRA-PRN,15.47175,4
CAG-KRK,15.471499999999999,2
HYD-IXZ,15.469000000000001,4
SLC-STL,15.468857142857145,7
BCN-REG,15.4685,2
MAN-POZ,15.4665,2
FUO-TFU,15.465,8
LBE-MCO,15.4625,2
ARN-FRA,15.460555555555556,45
TAS-URC,15.45975,4
FLL-SXM,15.4585,2
CHS-HVN,15.45425,4
GEG-LAS,15.4535,8
ALG-DJG,15.452000000000002,5
GOT-ZAG,15.452,2
SJW-TFU,15.442064516129033,31
YEG-YXY,15.441,1
BKI-MNL,15.4375,2
ARI-LSC,15.436499999999999,2
LED-SLY,15.436,2
BFS-GVA,15.435666666666668,6
AER-SKX,15.435500000000001,2
BHK-SVX,15.435500000000001,2
MRV-SKD,15.4355,2
CLE-GPT,15.43,1
CZL-MLH,15.4295,4
IGD-IST,15.428500000000001,4
MEL-OOL,15.42772611464968,157
WUH-YNT,15.426124999999999,16
MAJ-PNI,15.4255,2
HAK-YIH,15.4245,2
NDG-SJW,15.423,2
BOH-MAH,15.4225,2
GAU-PNQ,15.4225,2
BGY-OVD,15.4215,2
PVG-SJW,15.420384615384616,13
ACY-MCO,15.4184,5
DEN-SBP,15.415999999999999,3
BHM-DEN,15.414600000000002,5
ANU-KIN,15.414,2
CFU-PRG,15.413,2
LHW-WUH,15.411312500000001,16
DXB-KDH,15.411,1
BCM-TRN,15.4085,4
AKA-CAN,15.405999999999999,2
CGO-FOC,15.404444444444444,18
FCO-WAW,15.403375,8
SDF-SRQ,15.40325,4
CGQ-LYG,15.400999999999998,3
MAN-VCE,15.398916666666667,12
ATH-GVA,15.398185185185186,27
HAK-SQD,15.3975,2
OSL-SZG,15.3975,2
BVA-GDN,15.3955,4
KRK-PMO,15.393,2
PVG-WUT,15.393,4
KUF-TAS,15.3915,2
FLR-MAD,15.389600000000002,20
BCM-MXP,15.3895,2
DCA-MCI,15.3891,10
BRC-ROS,15.387666666666666,3
BEG-CPH,15.387625,16
HET-XUZ,15.379999999999999,2
ORK-TSF,15.378,2
CHS-DFW,15.376028571428574,35
CMF-EDI,15.374166666666667,6
SDR-TFN,15.372499999999999,2
CMW-VLN,15.372333333333335,3
MSP-PHL,15.371057142857142,35
FMM-TIA,15.369,4
BOM-IXR,15.368,12
DAY-PIE,15.3674,5
AEP-CRD,15.366636363636365,22
HGH-ZUH,15.36635,20
KMG-WDS,15.365666666666668,3
BCN-BHX,15.364266666666667,15
BLQ-KIV,15.363400000000002,5
FCO-HAM,15.36175,4
TAO-YNJ,15.360750000000001,12
NGB-ZUH,15.36042857142857,7
BCN-CTA,15.360333333333335,6
ADB-VIE,15.358999999999998,4
SZX-XFN,15.357666666666667,12
POZ-SKG,15.3575,2
MLH-SKP,15.355500000000001,4
DFW-ZIH,15.35525,4
NTE-PRG,15.355,4
LAX-ZCL,15.3545,4
DCA-OMA,15.354333333333335,3
HFE-KWE,15.353142857142858,14
PER-PHE,15.353020408163266,49
CGQ-JNG,15.3515,2
KRK-STN,15.351416666666667,12
TIA-WMI,15.3505,2
PEK-WUH,15.349651515151516,66
MIA-POP,15.349,5
BCN-VIE,15.345473684210527,19
DAL-MTJ,15.345,1
KWL-XUZ,15.344000000000001,2
ENH-HYN,15.3435,2
GND-UVF,15.343,1
CAN-YNZ,15.342999999999998,6
CUN-IAH,15.341852941176471,34
CRL-OPO,15.341666666666667,6
PKX-SHA,15.336285714285715,42
BVA-NDR,15.3355,2
PVG-YLX,15.3345,2
LIS-TER,15.334484848484848,33
NCE-OPO,15.333699999999999,10
FLL-ROC,15.331,2
ENY-SHE,15.33,1
MCO-STT,15.33,4
BLQ-RMO,15.328700000000001,10
EZE-SLA,15.328115384615385,26
CVG-IAH,15.3280625,16
EHU-XIY,15.327333333333334,3
CNF-POA,15.324454545454545,11
SGN-VTE,15.322500000000002,8
DWC-JED,15.3225,2
GDN-MAN,15.319166666666666,6
CKG-NKG,15.317387096774194,62
GDN-SFT,15.317,2
BOG-CCS,15.315153846153844,13
AGP-LYS,15.3125,2
LUX-VLC,15.311499999999999,2
MSP-SAT,15.311037037037035,27
DFW-MZT,15.3092,5
JAC-MSP,15.308,2
BRU-OSL,15.306809523809523,21
JXA-TAO,15.304,1
REL-USH,15.304,1
ATL-MIA,15.303760638297872,188
FUG-FUO,15.3035,4
DMK-HAK,15.3035,2
INC-TFU,15.293428571428572,14
BOS-EYW,15.292666666666667,6
IST-NAP,15.29025,4
BER-MRS,15.29,4
NUE-PMI,15.288636363636364,11
DAB-ILG,15.286,2
STN-VGO,15.2845,2
TRN-VNO,15.2835,4
CIA-STN,15.281799999999999,10
CCU-SXR,15.281500000000001,2
DUB-GNB,15.277,2
CVG-DFW,15.27638095238095,42
FSZ-ICN,15.272,4
PBM-VLN,15.269,6
BOD-CPH,15.2675,2
HRB-PKX,15.266051282051281,39
DAL-JAX,15.265333333333333,3
YQM-YYZ,15.261500000000002,10
DXJ-NGB,15.2605,2
BAV-WUH,15.259500000000001,4
CGO-SWA,15.257818181818182,11
GYE-SJO,15.257,1
CIA-POZ,15.255500000000001,2
ALC-BOH,15.25475,4
FOC-HAK,15.254666666666665,6
AYJ-BLR,15.2545,8
CUN-MEX,15.252881578947369,228
GYN-MCZ,15.252285714285714,7
KIV-PMF,15.251,2
DMK-KNO,15.25,4
CPH-TOS,15.248250000000002,20
BUR-MFR,15.244,4
BIO-VCE,15.2425,2
DYU-NQZ,15.2405,2
CKG-YTY,15.238833333333332,6
BUD-CDG,15.237894736842104,38
ASU-EZE,15.2365,6
BSL-CLJ,15.2365,2
DEN-PIA,15.235333333333335,3
CKG-HUZ,15.235,2
BGY-OTP,15.234,10
LHW-SHS,15.233,1
BOM-KTM,15.232833333333332,6
LYS-ORN,15.23275,4
CVG-PBI,15.232,6
JAX-ORD,15.229305555555555,36
HSN-TSN,15.2285,2
ODS-PRG,15.2285,2
MUC-PMI,15.227500000000001,14
HTA-KHV,15.225800000000001,10
MDE-STI,15.224,1
LFQ-PVG,15.223500000000001,2
EWR-MDT,15.2235,2
HRB-WEF,15.222,2
KBP-TIV,15.221666666666666,6
MHT-RDU,15.2215,2
MAA-RDP,15.220749999999999,4
IDA-SNA,15.217999999999998,3
HLD-TSN,15.2155,2
BTV-RSW,15.215,2
BER-GLA,15.21475,4
HSG-TPE,15.213000000000001,2
ROV-TLV,15.212499999999999,2
KLF-MRV,15.212,1
KWL-PQC,15.212,1
HPH-VCA,15.209125,8
EHU-PKX,15.2075,2
MDE-SDQ,15.20575,16
DEN-SNA,15.202472222222221,36
CAI-ELQ,15.202166666666669,12
HIJ-PVG,15.202,4
CKG-ZHA,15.201666666666666,6
CAN-WDS,15.2,2
LJG-XFN,15.2,1
SHE-YTY,15.1952,5
MAN-WRO,15.190999999999999,2
KMG-XIY,15.1905,34
GDL-PHX,15.189652173913045,23
AMS-OPO,15.18846875,32
LBA-WRO,15.184999999999999,2
DLC-YCU,15.182333333333332,3
AMS-OLB,15.1805,4
NBE-NUE,15.18,2
PVG-WXN,15.17875,4
BOM-IXC,15.178655172413793,29
IAD-PBI,15.1785,4
FCO-LIL,15.1775,2
IJK-LED,15.1775,6
AMS-BCN,15.177034722222222,144
BKO-LFW,15.177,1
BPE-HFE,15.177,1
BER-DUB,15.1753125,16
MBJ-NAS,15.1745,4
SDU-SSA,15.174333333333335,3
GYD-KUF,15.174333333333331,6
EHU-NGB,15.174,2
EHU-TYN,15.1735,2
BNE-CNS,15.17042957746479,142
ARN-GVA,15.169461538461539,13
GLA-VRN,15.169,2
EYK-ZIA,15.1675,2
IST-WAW,15.16535,20
THR-ZBR,15.163454545454545,11
DZH-HAK,15.161,1
LXA-LZO,15.1602,5
DEN-GEG,15.159846153846154,13
PMI-SEN,15.157499999999999,4
FMM-VLC,15.1565,2
PWM-RSW,15.154,2
HBE-MED,15.152285714285714,7
NBE-SOF,15.149,2
ACX-ZUH,15.148,2
NTG-PEK,15.147846153846153,26
IAD-TPA,15.147,28
ALA-OVB,15.145,4
EUG-SNA,15.145,2
JJN-YIH,15.143,1
BCN-CGN,15.136833333333334,6
NBS-PKX,15.1365,6
CCU-MAA,15.135333333333334,24
PEK-WDS,15.133,4
CZX-MIG,15.132,2
SHA-TYN,15.131512195121953,41
BRU-TUN,15.13075,4
PVG-TEN,15.129500000000002,8
BER-PRN,15.1292,10
MAN-PRG,15.123249999999999,12
GDN-LPL,15.123000000000001,2
MCX-SVX,15.123,2
HIJ-HND,15.122990196078431,102
MLA-ZRH,15.121923076923078,13
DEN-MKE,15.118833333333333,12
GOJ-MRV,15.1175,4
JAI-MAA,15.115124999999999,8
ATL-MCI,15.114405405405407,74
HHN-VNO,15.1135,2
CAN-WXN,15.113333333333335,6
ATL-BWI,15.113280000000001,125
IST-MSR,15.1125,4
AEP-JUJ,15.111777777777778,18
DFW-GSP,15.111565217391306,23
OTP-PFO,15.111,2
DLI-HPH,15.110125,8
HHN-PMI,15.1095,2
BZG-LTN,15.105,2
CHS-MSP,15.099833333333335,6
FRA-VNO,15.098199999999999,25
KHH-PVG,15.097083333333332,12
MXP-SKG,15.0964,5
AYT-RMO,15.095500000000001,2
BHX-MAD,15.0955,4
RBA-TLS,15.094333333333333,3
BKK-NNG,15.0933,10
BLV-SFB,15.090399999999999,5
AEP-SCL,15.089396551724139,58
HAK-KHN,15.0888125,16
PHX-SAT,15.087227272727272,22
FCO-SCV,15.087,4
BLQ-CGN,15.085444444444445,9
CLJ-DTM,15.083,2
HKG-YCU,15.082,2
SAW-ZAG,15.082,2
BER-KBP,15.07925,4
SKG-TLV,15.078833333333334,6
BUR-EUG,15.076600000000003,5
ALC-BSL,15.076571428571429,7
LBA-PRG,15.0765,2
ATL-GRB,15.076454545454546,11
AMS-OVD,15.0745,4
CRK-JJN,15.074,2
AOI-STN,15.07375,4
AMS-DBV,15.071,3
INC-TSN,15.066749999999999,4
KWE-XMN,15.066166666666668,36
BGY-OPO,15.065999999999999,4
KOW-SHA,15.0655,2
BTV-ORD,15.065499999999998,18
MPL-TNG,15.065000000000001,2
ACX-WUH,15.065,1
BRS-MAD,15.0645,4
ACX-XIY,15.064499999999999,2
DLC-UYN,15.063,1
LYS-ORK,15.062000000000001,2
GAU-HYD,15.0612,5
BHX-VRN,15.06,6
YRT-YZF,15.057500000000001,2
FCO-OTP,15.057400000000001,10
INI-MLH,15.055499999999999,2
NCL-PRG,15.0545,2
MCO-MID,15.05425,4
DAL-TUS,15.05325,4
BNE-ISA,15.052272727272726,33
CTA-IST,15.05175,4
NZL-PKX,15.0515,2
LZO-ZUH,15.0515,2
YDF-YYZ,15.051166666666667,6
PVG-YCU,15.051,4
GRR-VPS,15.0504,5
AMS-VLC,15.050062500000001,48
LHR-TUN,15.0495,2
ARN-CDG,15.047670588235293,85
KMG-SAI,15.0475,2
CPH-TRN,15.0475,2
EXT-IBZ,15.045,1
FUG-NNG,15.045,1
LIS-TFS,15.044,11
HYD-IXJ,15.043,1
KWL-LJG,15.042666666666667,3
BGW-MCT,15.04125,8
BGR-TPA,15.040500000000002,2
BNA-SAT,15.038400000000001,5
PVG-TYN,15.038,21
DCA-MCO,15.037975609756097,41
PKX-YIH,15.036999999999999,2
BZE-HOU,15.035,2
EWR-ORD,15.032669642857144,112
CUN-PBC,15.031785714285714,14
BJX-CJS,15.027000000000001,2
BAV-SHE,15.027,1
AMS-FCO,15.019625,104
GVA-LCG,15.0195,2
KHN-TSN,15.019411764705882,17
BJX-MID,15.018833333333333,6
UCT-VKO,15.0155,2
CGH-UNA,15.0155,2
ATL-SYR,15.015485714285715,35
DAM-IKA,15.0125,2
